Critic Ratings for years 2000 to 2009 processed,,,,,
,,,,,
Film ID,Film Title,Year (NA),Metacritic,Rotten Tomatoes/4,VideoHound Score (0-4)
2873,The Water Horse,2007,2.8,2.7,2.5
893,The Weather Man,2005,2.4,2.4,2.5
894,The Wedding Date,2005,1.3,1.5,1.5
161,The Wedding Planner,2001,1.3,1.6,2.5
3261,The White Ribbon,2009,3.3,3,2
2549,The Whole Nine Yards,2000,1.9,2.1,2.5
712,The Whole Ten Yards,2004,1,1.1,1.5
1150,The Wicker Man,2006,1.4,1.4,0
162,The Widow of St. Pierre,2001,2.9,2.9,3
1151,The Wild,2006,1.9,1.8,2.5
357,The Wild Thornberrys Movie,2002,2.8,2.6,3.5
3060,The Women,2008,1.1,1.6,2.5
713,The Woodsman,2004,2.9,2.9,2
1152,The World's Fastest Indian,2005,2.7,2.8,3
3061,The Wrestler,2008,3.2,3.4,4
3062,The X Files: I Want to Believe,2008,1.9,2,2
2874,There Will Be Blood,2007,3.7,3.4,3.5
358,They,2002,1.2,1.7,1.5
2875,Things We Lost in the Fire,2007,2.5,2.6,2.5
542,Thirteen,2003,2.8,2.9,3
359,Thirteen Conversations About One Thing,2002,3,3,3.5
2550,Thirteen Days,2000,2.7,2.9,3.5
2876,This Christmas,2007,2.5,2.4,2
3178,This Is It,2009,2.7,2.8,2.5
2551,Thomas and the Magic Railroad,2000,0.8,1.6,2
714,Thunderbirds,2004,1.4,1.6,1.5
543,Till Human Voices Wake Us,2003,1.6,2,1.5
2552,Time Code,2000,2.6,2.5,2
544,Timeline,2003,1.1,1.5,1.5
2553,Titan A.E.,2000,1.9,2.3,2.5
165,Town & Country,2001,1.4,1.4,1
2554,Traffic,2000,3.4,3.2,3.5
166,Training Day,2001,2.8,2.6,2.5
3064,Traitor,2008,2.4,2.4,2.5
895,Transamerica,2005,2.6,2.7,3
2878,Transformers,2007,2.4,2.3,2
3263,Transformers: Revenge of the Fallen,2009,1.4,1.6,2
896,Transporter 2,2005,2.2,2.2,1.5
3065,Transporter 3,2008,2,1.9,1.5
360,Trapped,2002,1.7,1.6,1.5
361,Treasure Planet,2002,2.4,2.6,2.5
1154,Tristram Shandy: A Cock and Bull Story,2006,3.2,3,2
3066,Tropic Thunder,2008,2.8,2.8,3
716,Troy,2004,2.2,2.4,2.5
1155,Trust the Man,2006,1.7,1.8,2
897,Tsotsi,2005,2.8,3,3.5
362,Tuck Everlasting,2002,2.6,2.5,2.5
1157,Turistas,2006,1.4,1.5,1
2555,Turn It Up,2000,0.7,1.4,2
3067,Twilight,2008,2.2,2.2,2.5
717,Twisted,2004,1,1.2,1.5
718,Two Brothers,2004,2.5,2.6,2.5
167,Two Can Play That Game,2001,1.4,2,1.5
898,Two For the Money,2005,2,1.9,2
3264,Two Lovers,2009,3,2.7,3
363,Two Weeks Notice,2002,1.7,2.1,2.5
3267,Tyson,2009,3.3,2.8,2.5
2556,U-571,2000,2.5,2.5,2.5
1158,Ultraviolet,2006,0.7,1.1,1
1159,Unaccompanied Minors,2006,1.7,1.8,2.5
2557,Unbreakable,2000,2.5,2.5,2.5
3069,Under the Same Moon,2008,2.4,2.6,2.5
545,Under the Tuscan Sun,2003,2.1,2.5,2.5
899,Underclassman,2005,0.8,1.1,0
364,Undercover Brother,2002,2.8,2.7,2.5
2880,Underdog,2007,1.5,1.6,1
546,Underworld,2003,1.7,1.9,2
1160,Underworld: Evolution,2006,1.4,1.5,2.5
3268,Underworld: Rise of the Lycans,2009,1.8,1.7,1.5
900,Undiscovered,2005,1.2,1.3,1
365,Undisputed,2002,2.3,2.2,2.5
366,Unfaithful,2002,2.5,2.3,3
1161,United 93,2006,3.6,3.3,3
2683,Unknown White Male,2006,2.6,2.6,3.5
901,Unleashed,2005,2.3,2.5,2
3070,Untraceable,2008,1.3,1.7,1.5
3269,Up,2009,3.5,3.4,3.5
2558,Up at the Villa,2000,2.3,2.1,2.5
3270,Up in the Air,2009,3.3,3.2,3
547,Uptown Girls,2003,1.3,1.5,1.5
2559,Urban Legends: Final Cut,2000,0.6,1.2,1.5
1162,V for Vendetta,2006,2.5,2.7,2.5
2881,Vacancy,2007,2.2,2.2,1.5
719,Valentên,2004,2.1,2.4,2.5
168,Valentine,2001,0.7,1.2,1
902,Valiant,2005,1.8,2,1.5
3071,Valkyrie,2008,2.2,2.4,2.5
720,Van Helsing,2004,1.4,1.7,3
367,Van Wilder,2002,1,1.4,1
1163,Van Wilder 2: The Rise of Taj,2006,0.8,1.1,0
169,Vanilla Sky,2001,1.8,2.1,2.5
721,Vanity Fair,2004,2.1,2.3,2.5
3072,Vantage Point,2008,1.6,2,1.5
903,Venom,2005,1,1.2,2
722,Vera Drake,2004,3.3,3.2,3
548,Veronica Guerin,2003,2.2,2.4,2.5
2560,Vertical Limit,2000,1.9,2.1,2
3073,Vicky Cristina Barcelona,2008,2.8,2.8,2.5
549,View From the Top,2003,1.1,1.5,1
1166,Waist Deep,2006,1.5,1.7,2
904,Waiting,2005,1.2,1.7,0
2882,Waitress,2007,3,2.9,3
2581,Waking Life,2001,3.3,3,2.5
2883,Walk Hard: The Dewey Cox Story,2007,2.5,2.6,1.5
905,Walk the Line,2005,2.9,2.9,3.5
723,Walking Tall,2004,1.8,1.8,2.5
3076,WALL-E,2008,3.8,3.4,3.5
3077,Wanted,2008,2.6,2.6,3
2884,War,2007,1.4,1.5,1
907,War of the Worlds,2005,2.9,2.8,3
3271,Watchmen,2009,2.2,2.5,2
1167,We Are Marshall,2006,2.1,2.3,2.5
2632,We Don't Live Here Anymore,2004,2.6,2.6,2
2885,We Own the Night,2007,2.4,2.3,2
368,We Were Soldiers,2002,2.6,2.6,3.5
908,Wedding Crashers,2005,2.6,2.7,3
3078,Welcome Home Roscoe Jenkins,2008,1.8,1.8,1.5
369,Welcome to Collinwood,2002,2.4,2.4,2
3079,Wendy and Lucy,2008,3.2,2.9,3
550,Whale Rider,2003,3.2,3.1,3.5
3080,What Happens in Vegas,2008,1.4,1.8,1.5
3081,What Just Happened,2008,0,2.3,2.5
2562,What Lies Beneath,2000,2,2.2,2
2563,What Planet Are You From?,2000,1.6,2,2
2564,What Women Want,2000,1.9,2.3,2.5
171,What's the Worst That Could Happen?,2001,1.5,1.4,2
2565,Whatever It Takes,2000,0.8,1.4,1.5
3272,Whatever Works,2009,1.8,2.2,1.5
1168,When a Stranger Calls,2006,1.1,1.3,1
2684,When Do We Eat?,2006,1.5,2,1.5
3082,Where in the World is Osama bin Laden?,2008,1.8,2,2
2566,Where the Heart Is,2000,1.2,1.8,2
2567,Where the Money Is,2000,2,2.1,2.5
3273,Where the Wild Things Are,2009,2.8,2.8,2
909,White Noise,2005,1.2,1.4,1
370,White Oleander,2002,2.4,2.6,2.5
3275,Whiteout,2009,1.1,1.4,1.5
2886,Why Did I Get Married?,2007,2.2,2.2,1.5
726,Wicker Park,2004,1.6,1.7,2
2887,Wild Hogs,2007,1.1,1.5,2
552,Willard,2003,2.4,2.5,2
727,Wimbledon,2004,2.4,2.4,2.5
372,Windtalkers,2002,2,2.1,2
930,Winged Migration,2003,3.3,3.3,3.5
910,Winter Solstice,2005,2.4,2.6,3
729,Without a Paddle,2004,1.2,1.6,2.5
911,Wolf Creek,2005,2.2,2.2,1
2569,Wonder Boys,2000,2.9,2.9,3
553,Wonderland,2003,1.7,2,2
554,Wrong Turn,2003,1.3,1.7,1.5
2570,X-Men,2000,2.6,2.8,2.5
555,X-Men 2: X-Men United,2003,2.7,3,3
1171,X-Men 3: The Last Stand,2006,2.3,2.4,1.5
3276,X-Men Origins: Wolverine,2009,0,2,2
2888,Year of the Dog,2007,2.8,2.6,2
3277,Year One,2009,1.4,1.5,1.5
3083,Yes Man,2008,1.8,2.1,2
2571,You Can Count On Me,2000,3.4,3.2,3
3084,You Don't Mess With the Zohan,2008,2.2,1.9,2
730,You Got Served,2004,1.5,1.6,2
2889,You Kill Me,2007,2.6,2.6,3
1172,You Me and Dupree,2006,1.8,17.2,2
913,Yours Mine and Ours,2005,1.5,1.3,2
2891,Youth Without Youth,2007,1.7,1.9,2
3085,Zack and Miri Make a Porno,2008,2.2,2.4,3
914,Zathura,2005,2.7,2.6,3
2892,Zodiac,2007,3.1,3,2.5
172,Zoolander,2001,2.4,2.4,2.5
1173,Zoom,2006,1,1.2,1
